"OrchestrationApplicationCode","StatusCode","ProcessName","SequenceNumber","DooProcessVersion","NotifyFlag","CreatedBy","LastUpdatedBy","ConditionDisplayTaskCode"
"DOO","BACKORDERED","CustomDOO_DS_ShipOrderGenericProcess_Transportation","40","1","","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""BACKORDERED"""
"DOO","BILLED","CustomDOO_DS_ShipOrderGenericProcess_Transportation","80","1","","SCM_IMPL","SCM_IMPL","""DOO_Invoice""=""BILLED"""
"DOO","PARTIAL_BACK","CustomDOO_DS_ShipOrderGenericProcess_Transportation","100","1","","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""PARTIAL_BACK"""
"DOO","PARTIAL_PICK","CustomDOO_DS_ShipOrderGenericProcess_Transportation","90","1","","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""PARTIAL_PICK"""
"DOO","PICKED","CustomDOO_DS_ShipOrderGenericProcess_Transportation","50","1","","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""PICKED"""
"DOO","RESERVED","CustomDOO_DS_ShipOrderGenericProcess_Transportation","20","1","","SCM_IMPL","SCM_IMPL","""DOO_Reserve""=""RESERVED"""
"DOO","RES_MANUAL","CustomDOO_DS_ShipOrderGenericProcess_Transportation","130","1","","SCM_IMPL","SCM_IMPL","""DOO_Reserve""=""USER_ACTION"""
"DOO","SCHEDULED","CustomDOO_DS_ShipOrderGenericProcess_Transportation","10","1","","SCM_IMPL","SCM_IMPL","""DOO_Schedule""=""SCHEDULED"""
"DOO","SCH_MANUAL","CustomDOO_DS_ShipOrderGenericProcess_Transportation","120","1","","SCM_IMPL","SCM_IMPL","""DOO_Schedule""=""USER_ACTION"""
"DOO","SHIPPED","CustomDOO_DS_ShipOrderGenericProcess_Transportation","60","1","","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""SHIPPED"""
"DOO","DOO_TP_AWAIT_ACCEPT","CustomDOO_DS_ShipOrderGenericProcess_Transportation","22","1","N","SCM_IMPL","SCM_IMPL","""DOO_TransportationPlanning""=""DOO_TP_AWAIT_ACCEPT"""
"DOO","DOO_TP_REQ_ACCEPTED","CustomDOO_DS_ShipOrderGenericProcess_Transportation","24","1","N","SCM_IMPL","SCM_IMPL","""DOO_TransportationPlanning""=""DOO_TP_REQ_ACCEPTED"""
"DOO","DOO_TP_REQ_REJECTED","CustomDOO_DS_ShipOrderGenericProcess_Transportation","26","1","N","SCM_IMPL","SCM_IMPL","""DOO_TransportationPlanning""=""DOO_TP_REQ_REJECTED"""
"DOO","AWAIT_BILLING","CustomDOO_DS_ShipOrderGenericProcess_Transportation_FINAL","70","1","N","SCM_IMPL","SCM_IMPL","""DOO_Invoice""=""AWAIT_BILLING"""
"DOO","AWAIT_SHIP","CustomDOO_DS_ShipOrderGenericProcess_Transportation_FINAL","30","1","N","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""AWAIT_SHIP""OR""DOO_Ship""=""VARIOUS"""
"DOO","BACKORDERED","CustomDOO_DS_ShipOrderGenericProcess_Transportation_FINAL","40","1","N","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""BACKORDERED"""
"DOO","BILLED","CustomDOO_DS_ShipOrderGenericProcess_Transportation_FINAL","80","1","N","SCM_IMPL","SCM_IMPL","""DOO_Invoice""=""BILLED"""
"DOO","DOO_TP_AWAIT_ACCEPT","CustomDOO_DS_ShipOrderGenericProcess_Transportation_FINAL","22","1","N","SCM_IMPL","SCM_IMPL","""DOO_TransportationPlanning""=""DOO_TP_AWAIT_ACCEPT"""
"DOO","DOO_TP_PLANNED","CustomDOO_DS_ShipOrderGenericProcess_Transportation_FINAL","28","1","N","SCM_IMPL","SCM_IMPL","""DOO_TransportationPlanning""=""DOO_TP_PLANNED"""
"DOO","DOO_TP_REQ_ACCEPTED","CustomDOO_DS_ShipOrderGenericProcess_Transportation_FINAL","24","1","N","SCM_IMPL","SCM_IMPL","""DOO_TransportationPlanning""=""DOO_TP_REQ_ACCEPTED"""
"DOO","DOO_TP_REQ_REJECTED","CustomDOO_DS_ShipOrderGenericProcess_Transportation_FINAL","26","1","N","SCM_IMPL","SCM_IMPL","""DOO_TransportationPlanning""=""DOO_TP_REQ_REJECTED"""
"DOO","PARTIAL_BACK","CustomDOO_DS_ShipOrderGenericProcess_Transportation_FINAL","100","1","N","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""PARTIAL_BACK"""
"DOO","PARTIAL_PICK","CustomDOO_DS_ShipOrderGenericProcess_Transportation_FINAL","90","1","N","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""PARTIAL_PICK"""
"DOO","PICKED","CustomDOO_DS_ShipOrderGenericProcess_Transportation_FINAL","50","1","N","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""PICKED"""
"DOO","RESERVED","CustomDOO_DS_ShipOrderGenericProcess_Transportation_FINAL","20","1","N","SCM_IMPL","SCM_IMPL","""DOO_Reserve""=""RESERVED"""
"DOO","RES_MANUAL","CustomDOO_DS_ShipOrderGenericProcess_Transportation_FINAL","130","1","N","SCM_IMPL","SCM_IMPL","""DOO_Reserve""=""USER_ACTION"""
"DOO","SCHEDULED","CustomDOO_DS_ShipOrderGenericProcess_Transportation_FINAL","10","1","N","SCM_IMPL","SCM_IMPL","""DOO_Schedule""=""SCHEDULED"""
"DOO","SCH_MANUAL","CustomDOO_DS_ShipOrderGenericProcess_Transportation_FINAL","120","1","N","SCM_IMPL","SCM_IMPL","""DOO_Schedule""=""USER_ACTION"""
"DOO","SHIPPED","CustomDOO_DS_ShipOrderGenericProcess_Transportation_FINAL","60","1","N","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""SHIPPED"""
"DOO","ASSET_COMPLETED","CustomDOO_GSE_PDSC_Asset_ReturnOrderGenericProcess","70","1","N","SCM_IMPL","SCM_IMPL","""DOO_AssetManagement""=""ASSET_COMPLETED"""
"DOO","AWAIT_RECEIVING","CustomDOO_GSE_PDSC_Asset_ReturnOrderGenericProcess","20","1","N","SCM_IMPL","SCM_IMPL","""DOO_Return_Receipt""=""AWAIT_RECEIVING"""
"DOO","DELIVERED","CustomDOO_GSE_PDSC_Asset_ReturnOrderGenericProcess","40","1","N","SCM_IMPL","SCM_IMPL","""DOO_Return_Receipt""=""DELIVERED"""
"DOO","PARTIAL_REC","CustomDOO_GSE_PDSC_Asset_ReturnOrderGenericProcess","60","1","N","SCM_IMPL","SCM_IMPL","""DOO_Return_Receipt""=""PARTIAL_REC"""
"DOO","RECEIVED","CustomDOO_GSE_PDSC_Asset_ReturnOrderGenericProcess","30","1","N","SCM_IMPL","SCM_IMPL","""DOO_Return_Receipt""=""RECEIVED"""
"DOO","RECEIVING_COMP","CustomDOO_GSE_PDSC_Asset_ReturnOrderGenericProcess","10","1","N","SCM_IMPL","SCM_IMPL","""DOO_Return_Receipt""=""COMPLETED_VAR"""
"DOO","RETURNED","CustomDOO_GSE_PDSC_Asset_ReturnOrderGenericProcess","50","1","N","SCM_IMPL","SCM_IMPL","""DOO_Return_Receipt""=""RETURNED"""
"DOO","DOO_PO_CHANGE_REJECTED","CustomDOO_ManualSchedulingProcess","170","1","N","SCM_IMPL","SCM_IMPL","""DOO_Procure""=""DOO_PO_CHANGE_REJECTED"""
"DOO","DOO_PRC_CANCEL","CustomDOO_ManualSchedulingProcess","190","1","N","SCM_IMPL","SCM_IMPL","""DOO_Procure""=""DOO_PRC_CANCEL"""
"DOO","DOO_REQ_CREATED","CustomDOO_ManualSchedulingProcess","140","1","N","SCM_IMPL","SCM_IMPL","""DOO_Procure""=""DOO_REQ_CREATED"""
"DOO","DOO_REQ_REQUESTED","CustomDOO_ManualSchedulingProcess","130","1","N","SCM_IMPL","SCM_IMPL","""DOO_Procure""=""DOO_REQ_REQUESTED"""
"DOO","DOO_SUPPLY_REQ_COMPLETE","CustomDOO_ManualSchedulingProcess","200","1","N","SCM_IMPL","SCM_IMPL","""DOO_Supply_Orchestration""=""DOO_SUPPLY_REQ_COMPLETE"""
"DOO","PARTIAL_BACK","CustomDOO_ManualSchedulingProcess","300","1","N","SCM_IMPL","SCM_IMPL","""DOO_SHIP_BACK_TO_BACK""=""PARTIAL_BACK"""
"DOO","PARTIAL_BACK","CustomDOO_ManualSchedulingProcess","1300","1","N","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""PARTIAL_BACK"""
"DOO","PARTIAL_PICK","CustomDOO_ManualSchedulingProcess","250","1","N","SCM_IMPL","SCM_IMPL","""DOO_SHIP_BACK_TO_BACK""=""PARTIAL_PICK"""
"DOO","PARTIAL_PICK","CustomDOO_ManualSchedulingProcess","1200","1","N","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""PARTIAL_PICK"""
"DOO","PICKED","CustomDOO_ManualSchedulingProcess","800","1","N","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""PICKED"""
"DOO","PICKED","CustomDOO_ManualSchedulingProcess","240","1","N","SCM_IMPL","SCM_IMPL","""DOO_SHIP_BACK_TO_BACK""=""PICKED"""
"DOO","RESERVED","CustomDOO_ManualSchedulingProcess","500","1","N","SCM_IMPL","SCM_IMPL","""DOO_Reserve""=""RESERVED"""
"DOO","RES_MANUAL","CustomDOO_ManualSchedulingProcess","1500","1","N","SCM_IMPL","SCM_IMPL","""DOO_Reserve""=""USER_ACTION"""
"DOO","SCHEDULED","CustomDOO_ManualSchedulingProcess","100","1","N","SCM_IMPL","SCM_IMPL","""DOO_Schedule""=""SCHEDULED"""
"DOO","SCH_MANUAL","CustomDOO_ManualSchedulingProcess","1400","1","N","SCM_IMPL","SCM_IMPL","""DOO_Schedule""=""USER_ACTION"""
"DOO","SHIPPED","CustomDOO_ManualSchedulingProcess","400","1","N","SCM_IMPL","SCM_IMPL","""DOO_SHIP_BACK_TO_BACK""=""SHIPPED"""
"DOO","SHIPPED","CustomDOO_ManualSchedulingProcess","160","1","N","SCM_IMPL","SCM_IMPL","""DOO_Procure""=""SHIPPED"""
"DOO","SHIPPED","CustomDOO_ManualSchedulingProcess","900","1","N","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""SHIPPED"""
"DOO","WAITING","CustomDOO_ManualSchedulingProcess","210","1","N","SCM_IMPL","SCM_IMPL","""DOO_Pause""=""WAITING"""
"DOO","AWAIT_BILLING","CustomDOO_ISG_ShipOrderProcess","7","1","","SCM_IMPL","SCM_IMPL","""DOO_Invoice""=""AWAIT_BILLING"""
"DOO","AWAIT_SHIP","CustomDOO_ISG_ShipOrderProcess","3","1","","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""AWAIT_SHIP""OR""DOO_Ship""=""VARIOUS"""
"DOO","BACKORDERED","CustomDOO_ISG_ShipOrderProcess","4","1","","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""BACKORDERED"""
"DOO","BILLED","CustomDOO_ISG_ShipOrderProcess","8","1","","SCM_IMPL","SCM_IMPL","""DOO_Invoice""=""BILLED"""
"DOO","PARTIAL_BACK","CustomDOO_ISG_ShipOrderProcess","10","1","","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""PARTIAL_BACK"""
"DOO","PARTIAL_PICK","CustomDOO_ISG_ShipOrderProcess","9","1","","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""PARTIAL_PICK"""
"DOO","PICKED","CustomDOO_ISG_ShipOrderProcess","5","1","","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""PICKED"""
"DOO","SCHEDULED","CustomDOO_ISG_ShipOrderProcess","1","1","","SCM_IMPL","SCM_IMPL","""DOO_Schedule""=""SCHEDULED"""
"DOO","SCH_MANUAL","CustomDOO_ISG_ShipOrderProcess","12","1","","SCM_IMPL","SCM_IMPL","""DOO_Schedule""=""USER_ACTION"""
"DOO","SHIPPED","CustomDOO_ISG_ShipOrderProcess","6","1","","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""SHIPPED"""
"DOO","AWAIT_BILLING","CustomDOO_ManualSchedulingProcess","1000","1","N","SCM_IMPL","SCM_IMPL","""DOO_Invoice""=""AWAIT_BILLING"""
"DOO","AWAIT_FLINE_AGGREGATE","CustomDOO_ManualSchedulingProcess","110","1","N","SCM_IMPL","SCM_IMPL","""DOO_Procure""=""AWAIT_FLINE_AGGREGATE"""
"DOO","AWAIT_FULFILLMENT","CustomDOO_ManualSchedulingProcess","120","1","N","SCM_IMPL","SCM_IMPL","""DOO_Procure""=""AWAIT_FULFILLMENT"""
"DOO","AWAIT_SHIP","CustomDOO_ManualSchedulingProcess","150","1","N","SCM_IMPL","SCM_IMPL","""DOO_Procure""=""AWAIT_SHIP""OR""DOO_Procure""=""VARIOUS"""
"DOO","AWAIT_SHIP","CustomDOO_ManualSchedulingProcess","220","1","N","SCM_IMPL","SCM_IMPL","""DOO_SHIP_BACK_TO_BACK""=""AWAIT_SHIP""OR""DOO_SHIP_BACK_TO_BACK""=""VARIOUS"""
"DOO","AWAIT_SHIP","CustomDOO_ManualSchedulingProcess","600","1","N","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""AWAIT_SHIP""OR""DOO_Ship""=""VARIOUS"""
"DOO","BACKORDERED","CustomDOO_ManualSchedulingProcess","230","1","N","SCM_IMPL","SCM_IMPL","""DOO_SHIP_BACK_TO_BACK""=""BACKORDERED"""
"DOO","BACKORDERED","CustomDOO_ManualSchedulingProcess","700","1","N","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""BACKORDERED"""
"DOO","BILLED","CustomDOO_ManualSchedulingProcess","1100","1","N","SCM_IMPL","SCM_IMPL","""DOO_Invoice""=""BILLED"""
"DOO","AWAIT_RECEIVING","CustomDOO_ReturnOrder_SCG","1","1","","SCM_IMPL","SCM_IMPL","""DOO_Return_Receipt""=""AWAIT_RECEIVING"""
"DOO","DELIVERED","CustomDOO_ReturnOrder_SCG","3","1","","SCM_IMPL","SCM_IMPL","""DOO_Return_Receipt""=""DELIVERED"""
"DOO","RECEIVED","CustomDOO_ReturnOrder_SCG","2","1","","SCM_IMPL","SCM_IMPL","""DOO_Return_Receipt""=""RECEIVED"""
"DOO","RECEIVING_COMP","CustomDOO_ReturnOrder_SCG","0","1","","SCM_IMPL","SCM_IMPL","""DOO_Return_Receipt""=""COMPLETED_VAR"""
"DOO","RETURNED","CustomDOO_ReturnOrder_SCG","4","1","","SCM_IMPL","SCM_IMPL","""DOO_Return_Receipt""=""RETURNED"""
"DOO","AWAIT_BILLING","CustomDOO_DS_ShipOrderGenericProcess_Transportation_FINAL","70","2","N","SCM_IMPL","SCM_IMPL","""DOO_Invoice""=""AWAIT_BILLING"""
"DOO","AWAIT_SHIP","CustomDOO_DS_ShipOrderGenericProcess_Transportation_FINAL","30","2","N","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""AWAIT_SHIP""OR""DOO_Ship""=""VARIOUS"""
"DOO","BACKORDERED","CustomDOO_DS_ShipOrderGenericProcess_Transportation_FINAL","40","2","N","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""BACKORDERED"""
"DOO","BILLED","CustomDOO_DS_ShipOrderGenericProcess_Transportation_FINAL","80","2","N","SCM_IMPL","SCM_IMPL","""DOO_Invoice""=""BILLED"""
"DOO","DOO_TP_AWAIT_ACCEPT","CustomDOO_DS_ShipOrderGenericProcess_Transportation_FINAL","22","2","N","SCM_IMPL","SCM_IMPL","""DOO_TransportationPlanning""=""DOO_TP_AWAIT_ACCEPT"""
"DOO","DOO_TP_PLANNED","CustomDOO_DS_ShipOrderGenericProcess_Transportation_FINAL","28","2","N","SCM_IMPL","SCM_IMPL","""DOO_TransportationPlanning""=""DOO_TP_PLANNED"""
"DOO","DOO_TP_REQ_ACCEPTED","CustomDOO_DS_ShipOrderGenericProcess_Transportation_FINAL","24","2","N","SCM_IMPL","SCM_IMPL","""DOO_TransportationPlanning""=""DOO_TP_REQ_ACCEPTED"""
"DOO","DOO_TP_REQ_REJECTED","CustomDOO_DS_ShipOrderGenericProcess_Transportation_FINAL","26","2","N","SCM_IMPL","SCM_IMPL","""DOO_TransportationPlanning""=""DOO_TP_REQ_REJECTED"""
"DOO","PARTIAL_BACK","CustomDOO_DS_ShipOrderGenericProcess_Transportation_FINAL","100","2","N","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""PARTIAL_BACK"""
"DOO","PARTIAL_PICK","CustomDOO_DS_ShipOrderGenericProcess_Transportation_FINAL","90","2","N","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""PARTIAL_PICK"""
"DOO","PICKED","CustomDOO_DS_ShipOrderGenericProcess_Transportation_FINAL","50","2","N","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""PICKED"""
"DOO","RESERVED","CustomDOO_DS_ShipOrderGenericProcess_Transportation_FINAL","20","2","N","SCM_IMPL","SCM_IMPL","""DOO_Reserve""=""RESERVED"""
"DOO","RES_MANUAL","CustomDOO_DS_ShipOrderGenericProcess_Transportation_FINAL","130","2","N","SCM_IMPL","SCM_IMPL","""DOO_Reserve""=""USER_ACTION"""
"DOO","SCHEDULED","CustomDOO_DS_ShipOrderGenericProcess_Transportation_FINAL","10","2","N","SCM_IMPL","SCM_IMPL","""DOO_Schedule""=""SCHEDULED"""
"DOO","SCH_MANUAL","CustomDOO_DS_ShipOrderGenericProcess_Transportation_FINAL","120","2","N","SCM_IMPL","SCM_IMPL","""DOO_Schedule""=""USER_ACTION"""
"DOO","SHIPPED","CustomDOO_DS_ShipOrderGenericProcess_Transportation_FINAL","60","2","N","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""SHIPPED"""
