"OrchestrationApplicationCode","StatusCode","ProcessName","SequenceNumber","DooProcessVersion","NotifyFlag","CreatedBy","LastUpdatedBy","ConditionDisplayTaskCode"
"DOO","DOO_REQ_REQUESTED","CustomDOO_GSE_GOP_OrderFulfillmentGenericProcess","130","1","N","SCM_IMPL","SCM_IMPL","""DOO_Procure""=""DOO_REQ_REQUESTED"""
"DOO","DOO_SUPPLY_REQ_COMPLETE","CustomDOO_GSE_GOP_OrderFulfillmentGenericProcess","200","1","N","SCM_IMPL","SCM_IMPL","""DOO_Supply_Orchestration""=""DOO_SUPPLY_REQ_COMPLETE"""
"DOO","PARTIAL_BACK","CustomDOO_GSE_GOP_OrderFulfillmentGenericProcess","300","1","N","SCM_IMPL","SCM_IMPL","""DOO_SHIP_BACK_TO_BACK""=""PARTIAL_BACK"""
"DOO","PARTIAL_BACK","CustomDOO_GSE_GOP_OrderFulfillmentGenericProcess","1300","1","N","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""PARTIAL_BACK"""
"DOO","PARTIAL_PICK","CustomDOO_GSE_GOP_OrderFulfillmentGenericProcess","250","1","N","SCM_IMPL","SCM_IMPL","""DOO_SHIP_BACK_TO_BACK""=""PARTIAL_PICK"""
"DOO","PARTIAL_PICK","CustomDOO_GSE_GOP_OrderFulfillmentGenericProcess","1200","1","N","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""PARTIAL_PICK"""
"DOO","PICKED","CustomDOO_GSE_GOP_OrderFulfillmentGenericProcess","240","1","N","SCM_IMPL","SCM_IMPL","""DOO_SHIP_BACK_TO_BACK""=""PICKED"""
"DOO","PICKED","CustomDOO_GSE_GOP_OrderFulfillmentGenericProcess","800","1","N","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""PICKED"""
"DOO","RESERVED","CustomDOO_GSE_GOP_OrderFulfillmentGenericProcess","500","1","N","SCM_IMPL","SCM_IMPL","""DOO_Reserve""=""RESERVED"""
"DOO","RES_MANUAL","CustomDOO_GSE_GOP_OrderFulfillmentGenericProcess","1500","1","N","SCM_IMPL","SCM_IMPL","""DOO_Reserve""=""USER_ACTION"""
"DOO","SCH_MANUAL","CustomDOO_GSE_GOP_OrderFulfillmentGenericProcess","1400","1","N","SCM_IMPL","SCM_IMPL","""DOO_Schedule""=""USER_ACTION"""
"DOO","SHIPPED","CustomDOO_GSE_GOP_OrderFulfillmentGenericProcess","160","1","N","SCM_IMPL","SCM_IMPL","""DOO_Procure""=""SHIPPED"""
"DOO","STARTED","CustomDOO_CloseOrder","10","1","N","SCM_IMPL","SCM_IMPL","""DOO_Pause""=""STARTED"""
"DOO","AWAIT_SHIP","CustomDOO_GSEE360_OrderFulfillmentGenericProcess","600","1","N","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""AWAIT_SHIP""OR""DOO_Ship""=""VARIOUS"""
"DOO","BACKORDERED","CustomDOO_GSEE360_OrderFulfillmentGenericProcess","230","1","N","SCM_IMPL","SCM_IMPL","""DOO_SHIP_BACK_TO_BACK""=""BACKORDERED"""
"DOO","BACKORDERED","CustomDOO_GSEE360_OrderFulfillmentGenericProcess","700","1","N","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""BACKORDERED"""
"DOO","BILLED","CustomDOO_GSEE360_OrderFulfillmentGenericProcess","1100","1","N","SCM_IMPL","SCM_IMPL","""DOO_Invoice""=""BILLED"""
"DOO","DOO_PO_CHANGE_REJECTED","CustomDOO_GSEE360_OrderFulfillmentGenericProcess","170","1","N","SCM_IMPL","SCM_IMPL","""DOO_Procure""=""DOO_PO_CHANGE_REJECTED"""
"DOO","DOO_PRC_CANCEL","CustomDOO_GSEE360_OrderFulfillmentGenericProcess","190","1","N","SCM_IMPL","SCM_IMPL","""DOO_Procure""=""DOO_PRC_CANCEL"""
"DOO","DOO_REQ_CREATED","CustomDOO_GSEE360_OrderFulfillmentGenericProcess","140","1","N","SCM_IMPL","SCM_IMPL","""DOO_Procure""=""DOO_REQ_CREATED"""
"DOO","DOO_REQ_REQUESTED","CustomDOO_GSEE360_OrderFulfillmentGenericProcess","130","1","N","SCM_IMPL","SCM_IMPL","""DOO_Procure""=""DOO_REQ_REQUESTED"""
"DOO","DOO_SUPPLY_REQ_COMPLETE","CustomDOO_GSEE360_OrderFulfillmentGenericProcess","200","1","N","SCM_IMPL","SCM_IMPL","""DOO_Supply_Orchestration""=""DOO_SUPPLY_REQ_COMPLETE"""
"DOO","PARTIAL_BACK","CustomDOO_GSEE360_OrderFulfillmentGenericProcess","300","1","N","SCM_IMPL","SCM_IMPL","""DOO_SHIP_BACK_TO_BACK""=""PARTIAL_BACK"""
"DOO","PARTIAL_BACK","CustomDOO_GSEE360_OrderFulfillmentGenericProcess","1300","1","N","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""PARTIAL_BACK"""
"DOO","PARTIAL_PICK","CustomDOO_GSEE360_OrderFulfillmentGenericProcess","250","1","N","SCM_IMPL","SCM_IMPL","""DOO_SHIP_BACK_TO_BACK""=""PARTIAL_PICK"""
"DOO","PARTIAL_PICK","CustomDOO_GSEE360_OrderFulfillmentGenericProcess","1200","1","N","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""PARTIAL_PICK"""
"DOO","PICKED","CustomDOO_GSEE360_OrderFulfillmentGenericProcess","240","1","N","SCM_IMPL","SCM_IMPL","""DOO_SHIP_BACK_TO_BACK""=""PICKED"""
"DOO","PICKED","CustomDOO_GSEE360_OrderFulfillmentGenericProcess","800","1","N","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""PICKED"""
"DOO","RESERVED","CustomDOO_GSEE360_OrderFulfillmentGenericProcess","500","1","N","SCM_IMPL","SCM_IMPL","""DOO_Reserve""=""RESERVED"""
"DOO","RES_MANUAL","CustomDOO_GSEE360_OrderFulfillmentGenericProcess","1500","1","N","SCM_IMPL","SCM_IMPL","""DOO_Reserve""=""USER_ACTION"""
"DOO","SCH_MANUAL","CustomDOO_GSEE360_OrderFulfillmentGenericProcess","1400","1","N","SCM_IMPL","SCM_IMPL","""DOO_Schedule""=""USER_ACTION"""
"DOO","SHIPPED","CustomDOO_GSEE360_OrderFulfillmentGenericProcess","160","1","N","SCM_IMPL","SCM_IMPL","""DOO_Procure""=""SHIPPED"""
"DOO","SHIPPED","CustomDOO_GSEE360_OrderFulfillmentGenericProcess","400","1","N","SCM_IMPL","SCM_IMPL","""DOO_SHIP_BACK_TO_BACK""=""SHIPPED"""
"DOO","SHIPPED","CustomDOO_GSEE360_OrderFulfillmentGenericProcess","900","1","N","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""SHIPPED"""
"DOO","WAITING","CustomDOO_GSEE360_OrderFulfillmentGenericProcess","210","1","N","SCM_IMPL","SCM_IMPL","""DOO_Pause""=""WAITING"""
"DOO","SHIPPED","CustomDOO_GSE_GOP_OrderFulfillmentGenericProcess","400","1","N","SCM_IMPL","SCM_IMPL","""DOO_SHIP_BACK_TO_BACK""=""SHIPPED"""
"DOO","SHIPPED","CustomDOO_GSE_GOP_OrderFulfillmentGenericProcess","900","1","N","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""SHIPPED"""
"DOO","WAITING","CustomDOO_GSE_GOP_OrderFulfillmentGenericProcess","210","1","N","SCM_IMPL","SCM_IMPL","""DOO_Pause""=""WAITING"""
"DOO","ACT_SCHEDULED","CustomDOO_GSE_Asset_OrderFulfillmentGenericProcess","100","1","N","SCM_IMPL","SCM_IMPL","""DOO_Schedule""=""SCHEDULED"""
"DOO","AWAIT_BILLING","CustomDOO_GSE_Asset_OrderFulfillmentGenericProcess","1000","1","N","SCM_IMPL","SCM_IMPL","""DOO_Invoice""=""AWAIT_BILLING"""
"DOO","AWAIT_FLINE_AGGREGATE","CustomDOO_GSE_Asset_OrderFulfillmentGenericProcess","110","1","N","SCM_IMPL","SCM_IMPL","""DOO_Procure""=""AWAIT_FLINE_AGGREGATE"""
"DOO","AWAIT_FULFILLMENT","CustomDOO_GSE_Asset_OrderFulfillmentGenericProcess","120","1","N","SCM_IMPL","SCM_IMPL","""DOO_Procure""=""AWAIT_FULFILLMENT"""
"DOO","AWAIT_SHIP","CustomDOO_GSE_Asset_OrderFulfillmentGenericProcess","150","1","N","SCM_IMPL","SCM_IMPL","""DOO_Procure""=""AWAIT_SHIP""OR""DOO_Procure""=""VARIOUS"""
"DOO","AWAIT_SHIP","CustomDOO_GSE_Asset_OrderFulfillmentGenericProcess","220","1","N","SCM_IMPL","SCM_IMPL","""DOO_SHIP_BACK_TO_BACK""=""AWAIT_SHIP""OR""DOO_SHIP_BACK_TO_BACK""=""VARIOUS"""
"DOO","AWAIT_SHIP","CustomDOO_GSE_Asset_OrderFulfillmentGenericProcess","600","1","N","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""AWAIT_SHIP""OR""DOO_Ship""=""VARIOUS"""
"DOO","BACKORDERED","CustomDOO_GSE_Asset_OrderFulfillmentGenericProcess","230","1","N","SCM_IMPL","SCM_IMPL","""DOO_SHIP_BACK_TO_BACK""=""BACKORDERED"""
"DOO","BACKORDERED","CustomDOO_GSE_Asset_OrderFulfillmentGenericProcess","700","1","N","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""BACKORDERED"""
"DOO","BILLED","CustomDOO_GSE_Asset_OrderFulfillmentGenericProcess","1100","1","N","SCM_IMPL","SCM_IMPL","""DOO_Invoice""=""BILLED"""
"DOO","DOO_PO_CHANGE_REJECTED","CustomDOO_GSE_Asset_OrderFulfillmentGenericProcess","170","1","N","SCM_IMPL","SCM_IMPL","""DOO_Procure""=""DOO_PO_CHANGE_REJECTED"""
"DOO","DOO_PRC_CANCEL","CustomDOO_GSE_Asset_OrderFulfillmentGenericProcess","190","1","N","SCM_IMPL","SCM_IMPL","""DOO_Procure""=""DOO_PRC_CANCEL"""
"DOO","DOO_REQ_CREATED","CustomDOO_GSE_Asset_OrderFulfillmentGenericProcess","140","1","N","SCM_IMPL","SCM_IMPL","""DOO_Procure""=""DOO_REQ_CREATED"""
"DOO","DOO_REQ_REQUESTED","CustomDOO_GSE_Asset_OrderFulfillmentGenericProcess","130","1","N","SCM_IMPL","SCM_IMPL","""DOO_Procure""=""DOO_REQ_REQUESTED"""
"DOO","DOO_SUPPLY_REQ_COMPLETE","CustomDOO_GSE_Asset_OrderFulfillmentGenericProcess","200","1","N","SCM_IMPL","SCM_IMPL","""DOO_Supply_Orchestration""=""DOO_SUPPLY_REQ_COMPLETE"""
"DOO","PARTIAL_BACK","CustomDOO_GSE_Asset_OrderFulfillmentGenericProcess","300","1","N","SCM_IMPL","SCM_IMPL","""DOO_SHIP_BACK_TO_BACK""=""PARTIAL_BACK"""
"DOO","PARTIAL_BACK","CustomDOO_GSE_Asset_OrderFulfillmentGenericProcess","1300","1","N","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""PARTIAL_BACK"""
"DOO","PARTIAL_PICK","CustomDOO_GSE_Asset_OrderFulfillmentGenericProcess","250","1","N","SCM_IMPL","SCM_IMPL","""DOO_SHIP_BACK_TO_BACK""=""PARTIAL_PICK"""
"DOO","PARTIAL_PICK","CustomDOO_GSE_Asset_OrderFulfillmentGenericProcess","1200","1","N","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""PARTIAL_PICK"""
"DOO","PICKED","CustomDOO_GSE_Asset_OrderFulfillmentGenericProcess","240","1","N","SCM_IMPL","SCM_IMPL","""DOO_SHIP_BACK_TO_BACK""=""PICKED"""
"DOO","PICKED","CustomDOO_GSE_Asset_OrderFulfillmentGenericProcess","800","1","N","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""PICKED"""
"DOO","RESERVED","CustomDOO_GSE_Asset_OrderFulfillmentGenericProcess","500","1","N","SCM_IMPL","SCM_IMPL","""DOO_Reserve""=""RESERVED"""
"DOO","RES_MANUAL","CustomDOO_GSE_Asset_OrderFulfillmentGenericProcess","1500","1","N","SCM_IMPL","SCM_IMPL","""DOO_Reserve""=""USER_ACTION"""
"DOO","SCH_MANUAL","CustomDOO_GSE_Asset_OrderFulfillmentGenericProcess","1400","1","N","SCM_IMPL","SCM_IMPL","""DOO_Schedule""=""USER_ACTION"""
"DOO","SHIPPED","CustomDOO_GSE_Asset_OrderFulfillmentGenericProcess","160","1","N","SCM_IMPL","SCM_IMPL","""DOO_Procure""=""SHIPPED"""
"DOO","SHIPPED","CustomDOO_GSE_Asset_OrderFulfillmentGenericProcess","400","1","N","SCM_IMPL","SCM_IMPL","""DOO_SHIP_BACK_TO_BACK""=""SHIPPED"""
"DOO","SHIPPED","CustomDOO_GSE_Asset_OrderFulfillmentGenericProcess","900","1","N","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""SHIPPED"""
"DOO","WAITING","CustomDOO_GSE_Asset_OrderFulfillmentGenericProcess","210","1","N","SCM_IMPL","SCM_IMPL","""DOO_Pause""=""WAITING"""
"DOO","RECEIVING_COMP","CustomDOO_GSE_Asset_ReturnOrderGenericProcess","10","1","N","SCM_IMPL","SCM_IMPL","""DOO_Return_Receipt""=""COMPLETED_VAR"""
"DOO","AWAIT_RECEIVING","CustomDOO_GSE_Asset_ReturnOrderGenericProcess","20","1","N","SCM_IMPL","SCM_IMPL","""DOO_Return_Receipt""=""AWAIT_RECEIVING"""
"DOO","RECEIVED","CustomDOO_GSE_Asset_ReturnOrderGenericProcess","30","1","N","SCM_IMPL","SCM_IMPL","""DOO_Return_Receipt""=""RECEIVED"""
"DOO","DELIVERED","CustomDOO_GSE_Asset_ReturnOrderGenericProcess","40","1","N","SCM_IMPL","SCM_IMPL","""DOO_Return_Receipt""=""DELIVERED"""
"DOO","RETURNED","CustomDOO_GSE_Asset_ReturnOrderGenericProcess","50","1","N","SCM_IMPL","SCM_IMPL","""DOO_Return_Receipt""=""RETURNED"""
"DOO","PARTIAL_REC","CustomDOO_GSE_Asset_ReturnOrderGenericProcess","60","1","N","SCM_IMPL","SCM_IMPL","""DOO_Return_Receipt""=""PARTIAL_REC"""
"DOO","ASSET_COMPLETED","CustomDOO_GSE_Asset_OrderFulfillmentGenericProcess","950","1","N","SCM_IMPL","SCM_IMPL","""DOO_AssetManagement""=""ASSET_COMPLETED"""
"DOO","ASSET_COMPLETED","CustomDOO_GSE_Asset_ReturnOrderGenericProcess","70","1","N","SCM_IMPL","SCM_IMPL","""DOO_AssetManagement""=""ASSET_COMPLETED"""
"DOO","AWAIT_BILLING","CustomDOO_GSE_Asset_ReturnOrderGenericProcess","80","1","N","SCM_IMPL","SCM_IMPL","""DOO_Invoice""=""AWAIT_BILLING"""
"DOO","BILLED","CustomDOO_GSE_Asset_ReturnOrderGenericProcess","90","1","N","SCM_IMPL","SCM_IMPL","""DOO_Invoice""=""BILLED"""
"DOO","ACT_SCHEDULED","CustomDOO_GSE_PDSC_Asset_OrderFulfillmentGenericProcess","100","1","N","SCM_IMPL","SCM_IMPL","""DOO_Schedule""=""SCHEDULED"""
"DOO","ASSET_COMPLETED","CustomDOO_GSE_PDSC_Asset_OrderFulfillmentGenericProcess","950","1","N","SCM_IMPL","SCM_IMPL","""DOO_AssetManagement""=""ASSET_COMPLETED"""
"DOO","AWAIT_FLINE_AGGREGATE","CustomDOO_GSE_PDSC_Asset_OrderFulfillmentGenericProcess","110","1","N","SCM_IMPL","SCM_IMPL","""DOO_Procure""=""AWAIT_FLINE_AGGREGATE"""
"DOO","AWAIT_FULFILLMENT","CustomDOO_GSE_PDSC_Asset_OrderFulfillmentGenericProcess","120","1","N","SCM_IMPL","SCM_IMPL","""DOO_Procure""=""AWAIT_FULFILLMENT"""
"DOO","AWAIT_SHIP","CustomDOO_GSE_PDSC_Asset_OrderFulfillmentGenericProcess","150","1","N","SCM_IMPL","SCM_IMPL","""DOO_Procure""=""AWAIT_SHIP""OR""DOO_Procure""=""VARIOUS"""
"DOO","AWAIT_SHIP","CustomDOO_GSE_PDSC_Asset_OrderFulfillmentGenericProcess","220","1","N","SCM_IMPL","SCM_IMPL","""DOO_SHIP_BACK_TO_BACK""=""AWAIT_SHIP""OR""DOO_SHIP_BACK_TO_BACK""=""VARIOUS"""
"DOO","AWAIT_SHIP","CustomDOO_GSE_PDSC_Asset_OrderFulfillmentGenericProcess","600","1","N","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""AWAIT_SHIP""OR""DOO_Ship""=""VARIOUS"""
"DOO","BACKORDERED","CustomDOO_GSE_PDSC_Asset_OrderFulfillmentGenericProcess","230","1","N","SCM_IMPL","SCM_IMPL","""DOO_SHIP_BACK_TO_BACK""=""BACKORDERED"""
"DOO","BACKORDERED","CustomDOO_GSE_PDSC_Asset_OrderFulfillmentGenericProcess","700","1","N","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""BACKORDERED"""
"DOO","DOO_PO_CHANGE_REJECTED","CustomDOO_GSE_PDSC_Asset_OrderFulfillmentGenericProcess","170","1","N","SCM_IMPL","SCM_IMPL","""DOO_Procure""=""DOO_PO_CHANGE_REJECTED"""
"DOO","DOO_PRC_CANCEL","CustomDOO_GSE_PDSC_Asset_OrderFulfillmentGenericProcess","190","1","N","SCM_IMPL","SCM_IMPL","""DOO_Procure""=""DOO_PRC_CANCEL"""
"DOO","DOO_REQ_CREATED","CustomDOO_GSE_PDSC_Asset_OrderFulfillmentGenericProcess","140","1","N","SCM_IMPL","SCM_IMPL","""DOO_Procure""=""DOO_REQ_CREATED"""
"DOO","DOO_REQ_REQUESTED","CustomDOO_GSE_PDSC_Asset_OrderFulfillmentGenericProcess","130","1","N","SCM_IMPL","SCM_IMPL","""DOO_Procure""=""DOO_REQ_REQUESTED"""
"DOO","DOO_SUPPLY_REQ_COMPLETE","CustomDOO_GSE_PDSC_Asset_OrderFulfillmentGenericProcess","200","1","N","SCM_IMPL","SCM_IMPL","""DOO_Supply_Orchestration""=""DOO_SUPPLY_REQ_COMPLETE"""
"DOO","PARTIAL_BACK","CustomDOO_GSE_PDSC_Asset_OrderFulfillmentGenericProcess","300","1","N","SCM_IMPL","SCM_IMPL","""DOO_SHIP_BACK_TO_BACK""=""PARTIAL_BACK"""
"DOO","PARTIAL_BACK","CustomDOO_GSE_PDSC_Asset_OrderFulfillmentGenericProcess","1300","1","N","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""PARTIAL_BACK"""
"DOO","PARTIAL_PICK","CustomDOO_GSE_PDSC_Asset_OrderFulfillmentGenericProcess","250","1","N","SCM_IMPL","SCM_IMPL","""DOO_SHIP_BACK_TO_BACK""=""PARTIAL_PICK"""
"DOO","PARTIAL_PICK","CustomDOO_GSE_PDSC_Asset_OrderFulfillmentGenericProcess","1200","1","N","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""PARTIAL_PICK"""
"DOO","PICKED","CustomDOO_GSE_PDSC_Asset_OrderFulfillmentGenericProcess","240","1","N","SCM_IMPL","SCM_IMPL","""DOO_SHIP_BACK_TO_BACK""=""PICKED"""
"DOO","PICKED","CustomDOO_GSE_PDSC_Asset_OrderFulfillmentGenericProcess","800","1","N","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""PICKED"""
"DOO","RESERVED","CustomDOO_GSE_PDSC_Asset_OrderFulfillmentGenericProcess","500","1","N","SCM_IMPL","SCM_IMPL","""DOO_Reserve""=""RESERVED"""
"DOO","RES_MANUAL","CustomDOO_GSE_PDSC_Asset_OrderFulfillmentGenericProcess","1500","1","N","SCM_IMPL","SCM_IMPL","""DOO_Reserve""=""USER_ACTION"""
"DOO","SCH_MANUAL","CustomDOO_GSE_PDSC_Asset_OrderFulfillmentGenericProcess","1400","1","N","SCM_IMPL","SCM_IMPL","""DOO_Schedule""=""USER_ACTION"""
"DOO","SHIPPED","CustomDOO_GSE_PDSC_Asset_OrderFulfillmentGenericProcess","160","1","N","SCM_IMPL","SCM_IMPL","""DOO_Procure""=""SHIPPED"""
"DOO","SHIPPED","CustomDOO_GSE_PDSC_Asset_OrderFulfillmentGenericProcess","400","1","N","SCM_IMPL","SCM_IMPL","""DOO_SHIP_BACK_TO_BACK""=""SHIPPED"""
"DOO","SHIPPED","CustomDOO_GSE_PDSC_Asset_OrderFulfillmentGenericProcess","900","1","N","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""SHIPPED"""
"DOO","WAITING","CustomDOO_GSE_PDSC_Asset_OrderFulfillmentGenericProcess","210","1","N","SCM_IMPL","SCM_IMPL","""DOO_Pause""=""WAITING"""
"DOO","DOO_TP_PLANNED","CustomDOO_DS_ShipOrderGenericProcess_Transportation","28","1","N","SCM_IMPL","SCM_IMPL","""DOO_TransportationPlanning""=""DOO_TP_PLANNED"""
"DOO","AWAIT_BILLING","CustomDOO_DS_ShipOrderGenericProcess_Transportation_TEST_PAUSE_WITH_DELIVERY_STA","70","1","N","SCM_IMPL","SCM_IMPL","""DOO_Invoice""=""AWAIT_BILLING"""
"DOO","AWAIT_SHIP","CustomDOO_DS_ShipOrderGenericProcess_Transportation_TEST_PAUSE_WITH_DELIVERY_STA","30","1","N","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""AWAIT_SHIP""OR""DOO_Ship""=""VARIOUS"""
"DOO","BACKORDERED","CustomDOO_DS_ShipOrderGenericProcess_Transportation_TEST_PAUSE_WITH_DELIVERY_STA","40","1","N","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""BACKORDERED"""
"DOO","BILLED","CustomDOO_DS_ShipOrderGenericProcess_Transportation_TEST_PAUSE_WITH_DELIVERY_STA","80","1","N","SCM_IMPL","SCM_IMPL","""DOO_Invoice""=""BILLED"""
"DOO","DOO_TP_AWAIT_ACCEPT","CustomDOO_DS_ShipOrderGenericProcess_Transportation_TEST_PAUSE_WITH_DELIVERY_STA","22","1","N","SCM_IMPL","SCM_IMPL","""DOO_TransportationPlanning""=""DOO_TP_AWAIT_ACCEPT"""
"DOO","DOO_TP_PLANNED","CustomDOO_DS_ShipOrderGenericProcess_Transportation_TEST_PAUSE_WITH_DELIVERY_STA","28","1","N","SCM_IMPL","SCM_IMPL","""DOO_TransportationPlanning""=""DOO_TP_PLANNED"""
"DOO","DOO_TP_REQ_ACCEPTED","CustomDOO_DS_ShipOrderGenericProcess_Transportation_TEST_PAUSE_WITH_DELIVERY_STA","24","1","N","SCM_IMPL","SCM_IMPL","""DOO_TransportationPlanning""=""DOO_TP_REQ_ACCEPTED"""
"DOO","DOO_TP_REQ_REJECTED","CustomDOO_DS_ShipOrderGenericProcess_Transportation_TEST_PAUSE_WITH_DELIVERY_STA","26","1","N","SCM_IMPL","SCM_IMPL","""DOO_TransportationPlanning""=""DOO_TP_REQ_REJECTED"""
"DOO","PARTIAL_BACK","CustomDOO_DS_ShipOrderGenericProcess_Transportation_TEST_PAUSE_WITH_DELIVERY_STA","100","1","N","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""PARTIAL_BACK"""
"DOO","PARTIAL_PICK","CustomDOO_DS_ShipOrderGenericProcess_Transportation_TEST_PAUSE_WITH_DELIVERY_STA","90","1","N","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""PARTIAL_PICK"""
"DOO","PICKED","CustomDOO_DS_ShipOrderGenericProcess_Transportation_TEST_PAUSE_WITH_DELIVERY_STA","50","1","N","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""PICKED"""
"DOO","AWAIT_SHIP","CustomDOO_DS_DepotRepair_ShipOrderGenericProcess","1","1","N","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""AWAIT_SHIP""OR""DOO_Ship""=""VARIOUS"""
"DOO","BACKORDERED","CustomDOO_DS_DepotRepair_ShipOrderGenericProcess","2","1","N","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""BACKORDERED"""
"DOO","PICKED","CustomDOO_DS_DepotRepair_ShipOrderGenericProcess","3","1","N","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""PICKED"""
"DOO","SHIPPED","CustomDOO_DS_DepotRepair_ShipOrderGenericProcess","4","1","N","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""SHIPPED"""
"DOO","AWAIT_BILLING","CustomDOO_DS_DepotRepair_ShipOrderGenericProcess","5","1","N","SCM_IMPL","SCM_IMPL","""DOO_Invoice""=""AWAIT_BILLING"""
"DOO","BILLED","CustomDOO_DS_DepotRepair_ShipOrderGenericProcess","6","1","N","SCM_IMPL","SCM_IMPL","""DOO_Invoice""=""BILLED"""
"DOO","PARTIAL_PICK","CustomDOO_DS_DepotRepair_ShipOrderGenericProcess","7","1","N","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""PARTIAL_PICK"""
"DOO","PARTIAL_BACK","CustomDOO_DS_DepotRepair_ShipOrderGenericProcess","8","1","N","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""PARTIAL_BACK"""
"DOO","RESERVED","CustomDOO_DS_ShipOrderGenericProcess_Transportation_TEST_PAUSE_WITH_DELIVERY_STA","20","1","N","SCM_IMPL","SCM_IMPL","""DOO_Reserve""=""RESERVED"""
"DOO","RES_MANUAL","CustomDOO_DS_ShipOrderGenericProcess_Transportation_TEST_PAUSE_WITH_DELIVERY_STA","130","1","N","SCM_IMPL","SCM_IMPL","""DOO_Reserve""=""USER_ACTION"""
"DOO","SCHEDULED","CustomDOO_DS_ShipOrderGenericProcess_Transportation_TEST_PAUSE_WITH_DELIVERY_STA","10","1","N","SCM_IMPL","SCM_IMPL","""DOO_Schedule""=""SCHEDULED"""
"DOO","SCH_MANUAL","CustomDOO_DS_ShipOrderGenericProcess_Transportation_TEST_PAUSE_WITH_DELIVERY_STA","120","1","N","SCM_IMPL","SCM_IMPL","""DOO_Schedule""=""USER_ACTION"""
"DOO","SHIPPED","CustomDOO_DS_ShipOrderGenericProcess_Transportation_TEST_PAUSE_WITH_DELIVERY_STA","60","1","N","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""SHIPPED"""
"DOO","AWAIT_BILLING","CustomDOO_DS_DepotRepair_ShipOrderGenericProcess","5","2","N","SCM_IMPL","SCM_IMPL","""DOO_Invoice""=""AWAIT_BILLING"""
"DOO","AWAIT_SHIP","CustomDOO_DS_DepotRepair_ShipOrderGenericProcess","1","2","N","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""AWAIT_SHIP""OR""DOO_Ship""=""VARIOUS"""
"DOO","BACKORDERED","CustomDOO_DS_DepotRepair_ShipOrderGenericProcess","2","2","N","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""BACKORDERED"""
"DOO","BILLED","CustomDOO_DS_DepotRepair_ShipOrderGenericProcess","6","2","N","SCM_IMPL","SCM_IMPL","""DOO_Invoice""=""BILLED"""
"DOO","PARTIAL_BACK","CustomDOO_DS_DepotRepair_ShipOrderGenericProcess","8","2","N","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""PARTIAL_BACK"""
"DOO","PARTIAL_PICK","CustomDOO_DS_DepotRepair_ShipOrderGenericProcess","7","2","N","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""PARTIAL_PICK"""
"DOO","PICKED","CustomDOO_DS_DepotRepair_ShipOrderGenericProcess","3","2","N","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""PICKED"""
"DOO","SHIPPED","CustomDOO_DS_DepotRepair_ShipOrderGenericProcess","4","2","N","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""SHIPPED"""
"DOO","AWAIT_BILLING","CustomDOO_DS_ShipOrderGenericProcess_Transportation","70","1","","SCM_IMPL","SCM_IMPL","""DOO_Invoice""=""AWAIT_BILLING"""
"DOO","AWAIT_SHIP","CustomDOO_DS_ShipOrderGenericProcess_Transportation","30","1","","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""AWAIT_SHIP""OR""DOO_Ship""=""VARIOUS"""
