"DOO_ORCHESTRATION_PROCESS.DooProcessVersion","DOO_ORCHESTRATION_PROCESS.ProcessName","ORA_DOO_ORCHESTRATION_PROCESS_STEP_DEFINITION.OrchestrationApplicationCode","ORA_DOO_ORCHESTRATION_PROCESS_STEP_DEFINITION.DooProcessVersion","ORA_DOO_ORCHESTRATION_PROCESS_STEP_DEFINITION.StepNumber","Language","SourceLang","StepName","SplitUnitDisplayName"
"2","ClickShipCollect1","DOO","2","800","TH","US","Carrier Pickup","Split"
"2","ClickShipCollect1","DOO","2","800","TR","US","Carrier Pickup","Split"
"2","ClickShipCollect1","DOO","2","800","UK","US","Carrier Pickup","Split"
"2","ClickShipCollect1","DOO","2","800","US","US","Carrier Pickup","Split"
"2","ClickShipCollect1","DOO","2","800","VN","US","Carrier Pickup","Split"
"2","ClickShipCollect1","DOO","2","800","ZHS","ZHS","承运人起运","拆分"
"2","ClickShipCollect1","DOO","2","800","ZHT","ZHT","承隕人起隕","拆分"
"2","ClickShipCollect1","DOO","2","100","AR","US","Credit Card Payment","Split"
"2","ClickShipCollect1","DOO","2","100","CS","US","Credit Card Payment","Split"
"2","ClickShipCollect1","DOO","2","100","D","D","Kreditkartenzahlung","Aufteilen"
"2","ClickShipCollect1","DOO","2","100","DK","US","Credit Card Payment","Split"
"2","ClickShipCollect1","DOO","2","100","E","E","Pago con tarjeta de crédito","Fraccionar"
"2","ClickShipCollect1","DOO","2","100","EL","US","Credit Card Payment","Split"
"2","ClickShipCollect1","DOO","2","100","ESA","US","Credit Card Payment","Split"
"2","ClickShipCollect1","DOO","2","100","ET","US","Credit Card Payment","Split"
"2","ClickShipCollect1","DOO","2","100","F","F","Paiement par carte de crédit","Fractionner"
"2","ClickShipCollect1","DOO","2","100","FRC","FRC","Paiement par carte de crédit","Fractionner"
"2","ClickShipCollect1","DOO","2","100","HR","US","Credit Card Payment","Split"
"2","ClickShipCollect1","DOO","2","100","HU","US","Credit Card Payment","Split"
"2","ClickShipCollect1","DOO","2","100","I","I","Pagamento carta di credito","Dividere"
"2","ClickShipCollect1","DOO","2","100","IS","US","Credit Card Payment","Split"
"2","ClickShipCollect1","DOO","2","100","IW","US","Credit Card Payment","Split"
"2","ClickShipCollect1","DOO","2","100","JA","JA","クレジット支払い","分割"
"2","ClickShipCollect1","DOO","2","100","KO","KO","신용카드지불","분열"
"2","ClickShipCollect1","DOO","2","100","LT","US","Credit Card Payment","Split"
"2","ClickShipCollect1","DOO","2","100","LV","US","Credit Card Payment","Split"
"2","ClickShipCollect1","DOO","2","100","N","US","Credit Card Payment","Split"
"2","ClickShipCollect1","DOO","2","100","NL","NL","Creditcardbetaling","Split"
"2","ClickShipCollect1","DOO","2","100","PL","US","Credit Card Payment","Split"
"2","ClickShipCollect1","DOO","2","100","PT","US","Credit Card Payment","Split"
"2","ClickShipCollect1","DOO","2","100","PTB","US","Credit Card Payment","Split"
"2","ClickShipCollect1","DOO","2","100","RO","US","Credit Card Payment","Split"
"2","ClickShipCollect1","DOO","2","100","RU","US","Credit Card Payment","Split"
"2","ClickShipCollect1","DOO","2","100","S","US","Credit Card Payment","Split"
"2","ClickShipCollect1","DOO","2","100","SF","US","Credit Card Payment","Split"
"2","ClickShipCollect1","DOO","2","100","SK","US","Credit Card Payment","Split"
"2","ClickShipCollect1","DOO","2","100","SL","US","Credit Card Payment","Split"
"2","ClickShipCollect1","DOO","2","100","TH","US","Credit Card Payment","Split"
"2","ClickShipCollect1","DOO","2","100","TR","US","Credit Card Payment","Split"
"2","ClickShipCollect1","DOO","2","100","UK","US","Credit Card Payment","Split"
"2","ClickShipCollect1","DOO","2","100","US","US","Credit Card Payment","Split"
"2","ClickShipCollect1","DOO","2","100","VN","US","Credit Card Payment","Split"
"2","ClickShipCollect1","DOO","2","100","ZHS","ZHS","信用卡付款","拆分"
"2","ClickShipCollect1","DOO","2","100","ZHT","ZHT","信用卡付款","拆分"
"2","ClickShipCollect1","DOO","2","1200","AR","US","Awaiting Customer Pickup","Split"
"2","ClickShipCollect1","DOO","2","1200","CS","US","Awaiting Customer Pickup","Split"
"2","ClickShipCollect1","DOO","2","1200","D","D","Warten auf Selbstabholung","Aufteilen"
"2","ClickShipCollect1","DOO","2","1200","DK","US","Awaiting Customer Pickup","Split"
"2","ClickShipCollect1","DOO","2","1200","E","E","En espera de recogida por cliente","Fraccionar"
"2","ClickShipCollect1","DOO","2","1200","EL","US","Awaiting Customer Pickup","Split"
"2","ClickShipCollect1","DOO","2","1200","ESA","US","Awaiting Customer Pickup","Split"
"2","ClickShipCollect1","DOO","2","1200","ET","US","Awaiting Customer Pickup","Split"
"2","ClickShipCollect1","DOO","2","1200","F","F","En attente de l'enlèvement client","Fractionner"
"2","ClickShipCollect1","DOO","2","1200","FRC","FRC","En attente de l'enlèvement client","Fractionner"
"2","ClickShipCollect1","DOO","2","1200","HR","US","Awaiting Customer Pickup","Split"
"2","ClickShipCollect1","DOO","2","1200","HU","US","Awaiting Customer Pickup","Split"
"2","ClickShipCollect1","DOO","2","1200","I","I","In attesa di ritiro cliente","Dividere"
"2","ClickShipCollect1","DOO","2","1200","IS","US","Awaiting Customer Pickup","Split"
"2","ClickShipCollect1","DOO","2","1200","IW","US","Awaiting Customer Pickup","Split"
"2","ClickShipCollect1","DOO","2","1200","JA","JA","顧客ピックアップ待ち","分割"
"2","ClickShipCollect1","DOO","2","1200","KO","KO","고객Pickup 대기","분열"
"2","ClickShipCollect1","DOO","2","1200","LT","US","Awaiting Customer Pickup","Split"
"2","ClickShipCollect1","DOO","2","1200","LV","US","Awaiting Customer Pickup","Split"
"2","ClickShipCollect1","DOO","2","1200","N","US","Awaiting Customer Pickup","Split"
"2","ClickShipCollect1","DOO","2","1200","NL","NL","Wacht op ophalen door klant","Split"
"2","ClickShipCollect1","DOO","2","1200","PL","US","Awaiting Customer Pickup","Split"
"2","ClickShipCollect1","DOO","2","1200","PT","US","Awaiting Customer Pickup","Split"
"2","ClickShipCollect1","DOO","2","1200","PTB","US","Awaiting Customer Pickup","Split"
"2","ClickShipCollect1","DOO","2","1200","RO","US","Awaiting Customer Pickup","Split"
"2","ClickShipCollect1","DOO","2","1200","RU","US","Awaiting Customer Pickup","Split"
"2","ClickShipCollect1","DOO","2","1200","S","US","Awaiting Customer Pickup","Split"
"2","ClickShipCollect1","DOO","2","1200","SF","US","Awaiting Customer Pickup","Split"
"2","ClickShipCollect1","DOO","2","1200","SK","US","Awaiting Customer Pickup","Split"
"2","ClickShipCollect1","DOO","2","1200","SL","US","Awaiting Customer Pickup","Split"
"2","ClickShipCollect1","DOO","2","1200","TH","US","Awaiting Customer Pickup","Split"
"2","ClickShipCollect1","DOO","2","1200","TR","US","Awaiting Customer Pickup","Split"
"2","ClickShipCollect1","DOO","2","1200","UK","US","Awaiting Customer Pickup","Split"
"2","ClickShipCollect1","DOO","2","1200","US","US","Awaiting Customer Pickup","Split"
"2","ClickShipCollect1","DOO","2","1200","VN","US","Awaiting Customer Pickup","Split"
"2","ClickShipCollect1","DOO","2","1200","ZHS","ZHS","等待客户起运","拆分"
"2","ClickShipCollect1","DOO","2","1200","ZHT","ZHT","等待客戶起隕","拆分"
"2","ClickShipCollect1","DOO","2","1300","AR","US","Wait for Customer Pickup","Split"
"2","ClickShipCollect1","DOO","2","1300","CS","US","Wait for Customer Pickup","Split"
"2","ClickShipCollect1","DOO","2","1300","D","D","Warten auf Selbstabholung","Aufteilen"
"2","ClickShipCollect1","DOO","2","1300","DK","US","Wait for Customer Pickup","Split"
"2","ClickShipCollect1","DOO","2","1300","E","E","Esperar recogida por cliente","Fraccionar"
"2","ClickShipCollect1","DOO","2","1300","EL","US","Wait for Customer Pickup","Split"
"2","ClickShipCollect1","DOO","2","1300","ESA","US","Wait for Customer Pickup","Split"
"2","ClickShipCollect1","DOO","2","1300","ET","US","Wait for Customer Pickup","Split"
"2","ClickShipCollect1","DOO","2","1300","F","F","Attendre l'enlèvement client","Fractionner"
"2","ClickShipCollect1","DOO","2","1300","FRC","FRC","Attendre l'enlèvement client","Fractionner"
"2","ClickShipCollect1","DOO","2","1300","HR","US","Wait for Customer Pickup","Split"
"2","ClickShipCollect1","DOO","2","1300","HU","US","Wait for Customer Pickup","Split"
"2","ClickShipCollect1","DOO","2","1300","I","I","In attesa di ritiro cliente","Dividere"
"2","ClickShipCollect1","DOO","2","1300","IS","US","Wait for Customer Pickup","Split"
"2","ClickShipCollect1","DOO","2","1300","IW","US","Wait for Customer Pickup","Split"
"2","ClickShipCollect1","DOO","2","1300","JA","JA","顧客ピックアップ待ち","分割"
"2","ClickShipCollect1","DOO","2","1300","KO","KO","고객Pickup 대기","분열"
"2","ClickShipCollect1","DOO","2","1300","LT","US","Wait for Customer Pickup","Split"
"2","ClickShipCollect1","DOO","2","1300","LV","US","Wait for Customer Pickup","Split"
"2","ClickShipCollect1","DOO","2","1300","N","US","Wait for Customer Pickup","Split"
"2","ClickShipCollect1","DOO","2","1300","NL","NL","Wacht op ophalen door klant","Split"
"2","ClickShipCollect1","DOO","2","1300","PL","US","Wait for Customer Pickup","Split"
"2","ClickShipCollect1","DOO","2","1300","PT","US","Wait for Customer Pickup","Split"
"2","ClickShipCollect1","DOO","2","1300","PTB","US","Wait for Customer Pickup","Split"
"2","ClickShipCollect1","DOO","2","1300","RO","US","Wait for Customer Pickup","Split"
"2","ClickShipCollect1","DOO","2","1300","RU","US","Wait for Customer Pickup","Split"
"2","ClickShipCollect1","DOO","2","1300","S","US","Wait for Customer Pickup","Split"
"2","ClickShipCollect1","DOO","2","1300","SF","US","Wait for Customer Pickup","Split"
"2","ClickShipCollect1","DOO","2","1300","SK","US","Wait for Customer Pickup","Split"
"2","ClickShipCollect1","DOO","2","1300","SL","US","Wait for Customer Pickup","Split"
"2","ClickShipCollect1","DOO","2","1300","TH","US","Wait for Customer Pickup","Split"
"2","ClickShipCollect1","DOO","2","1300","TR","US","Wait for Customer Pickup","Split"
"2","ClickShipCollect1","DOO","2","1300","UK","US","Wait for Customer Pickup","Split"
"2","ClickShipCollect1","DOO","2","1300","US","US","Wait for Customer Pickup","Split"
"2","ClickShipCollect1","DOO","2","1300","VN","US","Wait for Customer Pickup","Split"
"2","ClickShipCollect1","DOO","2","1300","ZHS","ZHS","等待客户起运","拆分"
"2","ClickShipCollect1","DOO","2","1300","ZHT","ZHT","等待客戶起隕","拆分"
"2","ClickShipCollect1","DOO","2","400","AR","US","Create Reservation","Split"
"2","ClickShipCollect1","DOO","2","400","CS","US","Create Reservation","Split"
"2","ClickShipCollect1","DOO","2","400","D","D","Reservierung erstellen","Aufteilen"
"2","ClickShipCollect1","DOO","2","400","DK","US","Create Reservation","Split"
"2","ClickShipCollect1","DOO","2","400","E","E","Crear reserva","Fraccionar"
"2","ClickShipCollect1","DOO","2","400","EL","US","Create Reservation","Split"
"2","ClickShipCollect1","DOO","2","400","ESA","US","Create Reservation","Split"
"2","ClickShipCollect1","DOO","2","400","ET","US","Create Reservation","Split"
"2","ClickShipCollect1","DOO","2","400","F","F","Créer une réservation","Fractionner"
"2","ClickShipCollect1","DOO","2","400","FRC","FRC","Créer une réservation","Fractionner"
"2","ClickShipCollect1","DOO","2","400","HR","US","Create Reservation","Split"
"2","ClickShipCollect1","DOO","2","400","HU","US","Create Reservation","Split"
"2","ClickShipCollect1","DOO","2","400","I","I","Creazione prenotazione","Dividere"
"2","ClickShipCollect1","DOO","2","400","IS","US","Create Reservation","Split"
"2","ClickShipCollect1","DOO","2","400","IW","US","Create Reservation","Split"
"2","ClickShipCollect1","DOO","2","400","JA","JA","予約作成","分割"
"2","ClickShipCollect1","DOO","2","400","KO","KO","예약생성","분열"
"2","ClickShipCollect1","DOO","2","400","LT","US","Create Reservation","Split"
"2","ClickShipCollect1","DOO","2","400","LV","US","Create Reservation","Split"
"2","ClickShipCollect1","DOO","2","400","N","US","Create Reservation","Split"
"2","ClickShipCollect1","DOO","2","400","NL","NL","Reservering aanmaking","Split"
"2","ClickShipCollect1","DOO","2","400","PL","US","Create Reservation","Split"
"2","ClickShipCollect1","DOO","2","400","PT","US","Create Reservation","Split"
"2","ClickShipCollect1","DOO","2","400","PTB","US","Create Reservation","Split"
"2","ClickShipCollect1","DOO","2","400","RO","US","Create Reservation","Split"
"2","ClickShipCollect1","DOO","2","400","RU","US","Create Reservation","Split"
"2","ClickShipCollect1","DOO","2","400","S","US","Create Reservation","Split"
"2","ClickShipCollect1","DOO","2","400","SF","US","Create Reservation","Split"
"2","ClickShipCollect1","DOO","2","400","SK","US","Create Reservation","Split"
"2","ClickShipCollect1","DOO","2","400","SL","US","Create Reservation","Split"
"2","ClickShipCollect1","DOO","2","400","TH","US","Create Reservation","Split"
"2","ClickShipCollect1","DOO","2","400","TR","US","Create Reservation","Split"
"2","ClickShipCollect1","DOO","2","400","UK","US","Create Reservation","Split"
"2","ClickShipCollect1","DOO","2","400","US","US","Create Reservation","Split"
"2","ClickShipCollect1","DOO","2","400","VN","US","Create Reservation","Split"
"2","ClickShipCollect1","DOO","2","400","ZHS","ZHS","创建保留","拆分"
"2","ClickShipCollect1","DOO","2","400","ZHT","ZHT","創建保留","拆分"
"2","ClickShipCollect1","DOO","2","200","AR","US","Schedule","Split"
"2","ClickShipCollect1","DOO","2","200","CS","US","Schedule","Split"
"2","ClickShipCollect1","DOO","2","200","D","D","Planen","Aufteilen"
"2","ClickShipCollect1","DOO","2","200","DK","US","Schedule","Split"
"2","ClickShipCollect1","DOO","2","200","E","E","Programa","Fraccionar"
"2","ClickShipCollect1","DOO","2","200","EL","US","Schedule","Split"
"2","ClickShipCollect1","DOO","2","200","ESA","US","Schedule","Split"
"2","ClickShipCollect1","DOO","2","200","ET","US","Schedule","Split"
"2","ClickShipCollect1","DOO","2","200","F","F","Programme","Fractionner"
"2","ClickShipCollect1","DOO","2","200","FRC","FRC","Programme","Fractionner"
"2","ClickShipCollect1","DOO","2","200","HR","US","Schedule","Split"
"2","ClickShipCollect1","DOO","2","200","HU","US","Schedule","Split"
"2","ClickShipCollect1","DOO","2","200","I","I","Schedulazione","Dividere"
"2","ClickShipCollect1","DOO","2","200","IS","US","Schedule","Split"
"2","ClickShipCollect1","DOO","2","200","IW","US","Schedule","Split"
"2","ClickShipCollect1","DOO","2","200","JA","JA","スケジュール","分割"
"2","ClickShipCollect1","DOO","2","200","KO","KO","일정","분열"
"2","ClickShipCollect1","DOO","2","200","LT","US","Schedule","Split"
"2","ClickShipCollect1","DOO","2","200","LV","US","Schedule","Split"
"2","ClickShipCollect1","DOO","2","200","N","US","Schedule","Split"
"2","ClickShipCollect1","DOO","2","200","NL","NL","Planning","Split"
"2","ClickShipCollect1","DOO","2","200","PL","US","Schedule","Split"
"2","ClickShipCollect1","DOO","2","200","PT","US","Schedule","Split"
"2","ClickShipCollect1","DOO","2","200","PTB","US","Schedule","Split"
"2","ClickShipCollect1","DOO","2","200","RO","US","Schedule","Split"
"2","ClickShipCollect1","DOO","2","200","RU","US","Schedule","Split"
"2","ClickShipCollect1","DOO","2","200","S","US","Schedule","Split"
"2","ClickShipCollect1","DOO","2","200","SF","US","Schedule","Split"
"2","ClickShipCollect1","DOO","2","200","SK","US","Schedule","Split"
"2","ClickShipCollect1","DOO","2","200","SL","US","Schedule","Split"
"2","ClickShipCollect1","DOO","2","200","TH","US","Schedule","Split"
"2","ClickShipCollect1","DOO","2","200","TR","US","Schedule","Split"
"2","ClickShipCollect1","DOO","2","200","UK","US","Schedule","Split"
"2","ClickShipCollect1","DOO","2","200","US","US","Schedule","Split"
"2","ClickShipCollect1","DOO","2","200","VN","US","Schedule","Split"
"2","ClickShipCollect1","DOO","2","200","ZHS","ZHS","计划","拆分"
"2","ClickShipCollect1","DOO","2","200","ZHT","ZHT","計劃","拆分"
"2","ClickShipCollect1","DOO","2","600","AR","US","Ship to Customer","Split"
"2","ClickShipCollect1","DOO","2","600","CS","US","Ship to Customer","Split"
"2","ClickShipCollect1","DOO","2","600","D","D","Versenden an Kunden","Aufteilen"
"2","ClickShipCollect1","DOO","2","600","DK","US","Ship to Customer","Split"
"2","ClickShipCollect1","DOO","2","600","E","E","Cliente de envío","Fraccionar"
"2","ClickShipCollect1","DOO","2","600","EL","US","Ship to Customer","Split"
"2","ClickShipCollect1","DOO","2","600","ESA","US","Ship to Customer","Split"
"2","ClickShipCollect1","DOO","2","600","ET","US","Ship to Customer","Split"
"2","ClickShipCollect1","DOO","2","600","F","F","Expédier au client","Fractionner"
"2","ClickShipCollect1","DOO","2","600","FRC","FRC","Expédier au client","Fractionner"
"2","ClickShipCollect1","DOO","2","600","HR","US","Ship to Customer","Split"
"2","ClickShipCollect1","DOO","2","600","HU","US","Ship to Customer","Split"
"2","ClickShipCollect1","DOO","2","600","I","I","Spedizione al cliente","Dividere"
"2","ClickShipCollect1","DOO","2","600","IS","US","Ship to Customer","Split"
"2","ClickShipCollect1","DOO","2","600","IW","US","Ship to Customer","Split"
"2","ClickShipCollect1","DOO","2","600","JA","JA","出荷","分割"
"2","ClickShipCollect1","DOO","2","600","KO","KO","고객에게 운송","분열"
"2","ClickShipCollect1","DOO","2","600","LT","US","Ship to Customer","Split"
"2","ClickShipCollect1","DOO","2","600","LV","US","Ship to Customer","Split"
"2","ClickShipCollect1","DOO","2","600","N","US","Ship to Customer","Split"
"2","ClickShipCollect1","DOO","2","600","NL","NL","Verzenden aan klant","Split"
"2","ClickShipCollect1","DOO","2","600","PL","US","Ship to Customer","Split"
"2","ClickShipCollect1","DOO","2","600","PT","US","Ship to Customer","Split"
"2","ClickShipCollect1","DOO","2","600","PTB","US","Ship to Customer","Split"
"2","ClickShipCollect1","DOO","2","600","RO","US","Ship to Customer","Split"
"2","ClickShipCollect1","DOO","2","600","RU","US","Ship to Customer","Split"
"2","ClickShipCollect1","DOO","2","600","S","US","Ship to Customer","Split"
"2","ClickShipCollect1","DOO","2","600","SF","US","Ship to Customer","Split"
"2","ClickShipCollect1","DOO","2","600","SK","US","Ship to Customer","Split"
"2","ClickShipCollect1","DOO","2","600","SL","US","Ship to Customer","Split"
"2","ClickShipCollect1","DOO","2","600","TH","US","Ship to Customer","Split"
"2","ClickShipCollect1","DOO","2","600","TR","US","Ship to Customer","Split"
"2","ClickShipCollect1","DOO","2","600","UK","US","Ship to Customer","Split"
"2","ClickShipCollect1","DOO","2","600","US","US","Ship to Customer","Split"
"2","ClickShipCollect1","DOO","2","600","VN","US","Ship to Customer","Split"
"2","ClickShipCollect1","DOO","2","600","ZHS","ZHS","发运给客户","拆分"
"2","ClickShipCollect1","DOO","2","600","ZHT","ZHT","發隕個客戶","拆分"
"2","ClickShipCollect1","DOO","2","700","AR","US","Wait for Shipment","Split"
"2","ClickShipCollect1","DOO","2","700","CS","US","Wait for Shipment","Split"
"2","ClickShipCollect1","DOO","2","700","D","D","Warten auf Versand","Aufteilen"
"2","ClickShipCollect1","DOO","2","700","DK","US","Wait for Shipment","Split"
"2","ClickShipCollect1","DOO","2","700","E","E","Esperar envío","Fraccionar"
"2","ClickShipCollect1","DOO","2","700","EL","US","Wait for Shipment","Split"
"2","ClickShipCollect1","DOO","2","700","ESA","US","Wait for Shipment","Split"
"2","ClickShipCollect1","DOO","2","700","ET","US","Wait for Shipment","Split"
"2","ClickShipCollect1","DOO","2","700","F","F","Attendre l'expédition","Fractionner"
"2","ClickShipCollect1","DOO","2","700","FRC","FRC","Attendre l'expédition","Fractionner"
"2","ClickShipCollect1","DOO","2","700","HR","US","Wait for Shipment","Split"
"2","ClickShipCollect1","DOO","2","700","HU","US","Wait for Shipment","Split"
"2","ClickShipCollect1","DOO","2","700","I","I","Attendere la spedizione","Dividere"
"2","ClickShipCollect1","DOO","2","700","IS","US","Wait for Shipment","Split"
"2","ClickShipCollect1","DOO","2","700","IW","US","Wait for Shipment","Split"
"2","ClickShipCollect1","DOO","2","700","JA","JA","出荷待ち","分割"
"2","ClickShipCollect1","DOO","2","700","KO","KO","운송대기","분열"
"2","ClickShipCollect1","DOO","2","700","LT","US","Wait for Shipment","Split"
"2","ClickShipCollect1","DOO","2","700","LV","US","Wait for Shipment","Split"
"2","ClickShipCollect1","DOO","2","700","N","US","Wait for Shipment","Split"
"2","ClickShipCollect1","DOO","2","700","NL","NL","Wacht op verzending","Split"
"2","ClickShipCollect1","DOO","2","700","PL","US","Wait for Shipment","Split"
"2","ClickShipCollect1","DOO","2","700","PT","US","Wait for Shipment","Split"
"2","ClickShipCollect1","DOO","2","700","PTB","US","Wait for Shipment","Split"
"2","ClickShipCollect1","DOO","2","700","RO","US","Wait for Shipment","Split"
"2","ClickShipCollect1","DOO","2","700","RU","US","Wait for Shipment","Split"
"2","ClickShipCollect1","DOO","2","700","S","US","Wait for Shipment","Split"
"2","ClickShipCollect1","DOO","2","700","SF","US","Wait for Shipment","Split"
"2","ClickShipCollect1","DOO","2","700","SK","US","Wait for Shipment","Split"
"2","ClickShipCollect1","DOO","2","700","SL","US","Wait for Shipment","Split"
"2","ClickShipCollect1","DOO","2","700","TH","US","Wait for Shipment","Split"
"2","ClickShipCollect1","DOO","2","700","TR","US","Wait for Shipment","Split"
"2","ClickShipCollect1","DOO","2","700","UK","US","Wait for Shipment","Split"
"2","ClickShipCollect1","DOO","2","700","US","US","Wait for Shipment","Split"
"2","ClickShipCollect1","DOO","2","700","VN","US","Wait for Shipment","Split"
"2","ClickShipCollect1","DOO","2","700","ZHS","ZHS","等待发运","拆分"
"2","ClickShipCollect1","DOO","2","700","ZHT","ZHT","等待發隕","拆分"
"2","ClickShipCollect1","DOO","2","900","AR","US","Delivered to Customer","Split"
"2","ClickShipCollect1","DOO","2","900","CS","US","Delivered to Customer","Split"
"2","ClickShipCollect1","DOO","2","900","D","D","An Kunden geliefert","Aufteilen"
"2","ClickShipCollect1","DOO","2","900","DK","US","Delivered to Customer","Split"
"2","ClickShipCollect1","DOO","2","900","E","E","Entregado a cliente","Fraccionar"
"2","ClickShipCollect1","DOO","2","900","EL","US","Delivered to Customer","Split"
"2","ClickShipCollect1","DOO","2","900","ESA","US","Delivered to Customer","Split"
"2","ClickShipCollect1","DOO","2","900","ET","US","Delivered to Customer","Split"
"2","ClickShipCollect1","DOO","2","900","F","F","Livré au client","Fractionner"
"2","ClickShipCollect1","DOO","2","900","FRC","FRC","Livré au client","Fractionner"
"2","ClickShipCollect1","DOO","2","900","HR","US","Delivered to Customer","Split"
"2","ClickShipCollect1","DOO","2","900","HU","US","Delivered to Customer","Split"
"2","ClickShipCollect1","DOO","2","900","I","I","Consegnato al Cliente","Dividere"
"2","ClickShipCollect1","DOO","2","900","IS","US","Delivered to Customer","Split"
"2","ClickShipCollect1","DOO","2","900","IW","US","Delivered to Customer","Split"
"2","ClickShipCollect1","DOO","2","900","JA","JA","顧客配送済","分割"
"2","ClickShipCollect1","DOO","2","900","KO","KO","고객에게 전달","분열"
"2","ClickShipCollect1","DOO","2","900","LT","US","Delivered to Customer","Split"
"2","ClickShipCollect1","DOO","2","900","LV","US","Delivered to Customer","Split"
"2","ClickShipCollect1","DOO","2","900","N","US","Delivered to Customer","Split"
"2","ClickShipCollect1","DOO","2","900","NL","NL","Afgeleverd bij klant","Split"
"2","ClickShipCollect1","DOO","2","900","PL","US","Delivered to Customer","Split"
"2","ClickShipCollect1","DOO","2","900","PT","US","Delivered to Customer","Split"
"2","ClickShipCollect1","DOO","2","900","PTB","US","Delivered to Customer","Split"
"2","ClickShipCollect1","DOO","2","900","RO","US","Delivered to Customer","Split"
"2","ClickShipCollect1","DOO","2","900","RU","US","Delivered to Customer","Split"
"2","ClickShipCollect1","DOO","2","900","S","US","Delivered to Customer","Split"
"2","ClickShipCollect1","DOO","2","900","SF","US","Delivered to Customer","Split"
"2","ClickShipCollect1","DOO","2","900","SK","US","Delivered to Customer","Split"
"2","ClickShipCollect1","DOO","2","900","SL","US","Delivered to Customer","Split"
"2","ClickShipCollect1","DOO","2","900","TH","US","Delivered to Customer","Split"
"2","ClickShipCollect1","DOO","2","900","TR","US","Delivered to Customer","Split"
"2","ClickShipCollect1","DOO","2","900","UK","US","Delivered to Customer","Split"
"2","ClickShipCollect1","DOO","2","900","US","US","Delivered to Customer","Split"
"2","ClickShipCollect1","DOO","2","900","VN","US","Delivered to Customer","Split"
"2","ClickShipCollect1","DOO","2","900","ZHS","ZHS","已投递给客户","拆分"
"2","ClickShipCollect1","DOO","2","900","ZHT","ZHT","已投遞個客戶","拆分"
"2","ClickShipCollect1","DOO","2","1100","AR","US","Notify Customer","Split"
"2","ClickShipCollect1","DOO","2","1100","CS","US","Notify Customer","Split"
"2","ClickShipCollect1","DOO","2","1100","D","D","Kunden benachrichtigen","Aufteilen"
"2","ClickShipCollect1","DOO","2","1100","DK","US","Notify Customer","Split"
"2","ClickShipCollect1","DOO","2","1100","E","E","Notificar al Cliente","Fraccionar"
"2","ClickShipCollect1","DOO","2","1100","EL","US","Notify Customer","Split"
"2","ClickShipCollect1","DOO","2","1100","ESA","US","Notify Customer","Split"
"2","ClickShipCollect1","DOO","2","1100","ET","US","Notify Customer","Split"
"2","ClickShipCollect1","DOO","2","1100","F","F","Notifier le client","Fractionner"
"2","ClickShipCollect1","DOO","2","1100","FRC","FRC","Notifier le client","Fractionner"
"2","ClickShipCollect1","DOO","2","1100","HR","US","Notify Customer","Split"
"2","ClickShipCollect1","DOO","2","1100","HU","US","Notify Customer","Split"
"2","ClickShipCollect1","DOO","2","1100","I","I","Notifica cliente","Dividere"
"2","ClickShipCollect1","DOO","2","1100","IS","US","Notify Customer","Split"
"2","ClickShipCollect1","DOO","2","1100","IW","US","Notify Customer","Split"
"2","ClickShipCollect1","DOO","2","1100","JA","JA","顧客に通知","分割"
"2","ClickShipCollect1","DOO","2","1100","KO","KO","고객통지","분열"
"2","ClickShipCollect1","DOO","2","1100","LT","US","Notify Customer","Split"
"2","ClickShipCollect1","DOO","2","1100","LV","US","Notify Customer","Split"
"2","ClickShipCollect1","DOO","2","1100","N","US","Notify Customer","Split"
"2","ClickShipCollect1","DOO","2","1100","NL","NL","Melden aan klant","Split"
"2","ClickShipCollect1","DOO","2","1100","PL","US","Notify Customer","Split"
"2","ClickShipCollect1","DOO","2","1100","PT","US","Notify Customer","Split"
"2","ClickShipCollect1","DOO","2","1100","PTB","US","Notify Customer","Split"
"2","ClickShipCollect1","DOO","2","1100","RO","US","Notify Customer","Split"
"2","ClickShipCollect1","DOO","2","1100","RU","US","Notify Customer","Split"
"2","ClickShipCollect1","DOO","2","1100","S","US","Notify Customer","Split"
"2","ClickShipCollect1","DOO","2","1100","SF","US","Notify Customer","Split"
"2","ClickShipCollect1","DOO","2","1100","SK","US","Notify Customer","Split"
"2","ClickShipCollect1","DOO","2","1100","SL","US","Notify Customer","Split"
"2","ClickShipCollect1","DOO","2","1100","TH","US","Notify Customer","Split"
"2","ClickShipCollect1","DOO","2","1100","TR","US","Notify Customer","Split"
"2","ClickShipCollect1","DOO","2","1100","UK","US","Notify Customer","Split"
"2","ClickShipCollect1","DOO","2","1100","US","US","Notify Customer","Split"
"2","ClickShipCollect1","DOO","2","1100","VN","US","Notify Customer","Split"
"2","ClickShipCollect1","DOO","2","1100","ZHS","ZHS","通知客户","拆分"
"2","ClickShipCollect1","DOO","2","1100","ZHT","ZHT","通知客戶","拆分"
"2","ClickShipCollect1","DOO","2","500","AR","US","Notify Customer 1","Split"
"2","ClickShipCollect1","DOO","2","500","CS","US","Notify Customer 1","Split"
"2","ClickShipCollect1","DOO","2","500","D","D","Kunden 1 benachrichtigen","Aufteilen"
"2","ClickShipCollect1","DOO","2","500","DK","US","Notify Customer 1","Split"
"2","ClickShipCollect1","DOO","2","500","E","E","Notificar Cliente 1","Fraccionar"
